😻综合频道,#genre#
HBO,http://vips-livecdn.fptplay.net/hda1/hbo_vhls.smil/chunklist_b5000000.m3u8
点掌财经,http://cclive2.aniu.tv/live/anzb.m3u8?zgangd
点掌财经,http://cclive2.aniu.tv/live/anzb.m3u8
耀才财经,http://202.69.67.66:443/webcast/bshdlive-mobile/playlist.m3u8
耀才财经,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8
耀才财经,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8?wowzasessionid=64000
耀才财经,https://v3.mediacast.hk/webcast/bshdlive-pc/playlist.m3u8
唯心電視 (480p),http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/chunklist_w1177047531.m3u8
大愛1 (720p),https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大愛2 (720p),https://pulltv2.wanfudaluye.com/live/tv2.m3u8
好消息电视台1,http://live-350k.streamingfast.net/hls-live/goodtv/_definst_/liveevent/live-ch1-1.m3u8
好消息电视台2,http://live-350k.streamingfast.net/hls-live/goodtv/_definst_/liveevent/live-ch2-1.m3u8
大立電視 (720p),http://www.dalitv.com.tw:4568/live/dali/index.m3u8

🐱猫咪频道_999,#genre#
松视1欧美版,http://live.redtraffic.xyz:80/interracial.m3u8
松视2欧美版,http://live.redtraffic.xyz:80/bigtits.m3u8
K频道欧美版,http://live.redtraffic.xyz:80/threesome.m3u8
彩虹e台,http://tvmvip110.live/view.php/37a4fa6d23c28779877c249bb07e0065.mp4
彩虹电影台,http://tvmvip110.live/view.php/37a4fa6d23c28779877c249bb07e0065.mp4
LOOK TV,mitv://ns1.hellotvvod.com:9906/88fa25183c9b47d6920987954fbfdcfb
潘朵啦玩美台,mitv://ns1.hellotvvod.com:9906/84b7352bfe9c41a2b5f8bd6e13c31000
惊艳电影台,mitv://ns1.hellotvvod.com:9906/a65bcc137a76418b9f2ef842e6b8ea44
PLAYBOY,mitv://ns1.hellotvvod.com:9906/d97f4ae150ba4c6792171c088d1c033f
香蕉台,mitv://ns1.hellotvvod.com:9906/40968f1afa564083ba7670ec10aabe1a
松视3台,mitv://ns1.hellotvvod.com:9906/e67a4e22ee4c496282298f612f200fe5
JStar极限台,mitv://ns1.hellotvvod.com:9906/331c31537de3490cb0dfebcf5b58ac14
HAPPY,mitv://ns1.hellotvvod.com:9906/634f970f0002bd9d50ba50ab13577c0f
松视1台,mitv://ns1.hellotvvod.com:9906/91faa433a9544c8785cd215a2ad6fcda
松视1台,mitv://ns1.hellotvvod.com:9906/91faa433a9544c8785cd215a2ad6fcda
松视1台,mitv://ns1.hellotvvod.com:9906/91faa433a9544c8785cd215a2ad6fcda
松视2台,mitv://ns1.hellotvvod.com:9906/80a9c735329544c9ab7fa3e2425f86cd
松视2台,mitv://ns1.hellotvvod.com:9906/80a9c735329544c9ab7fa3e2425f86cd
松视2台,mitv://ns1.hellotvvod.com:9906/80a9c735329544c9ab7fa3e2425f86cd
松视3台,mitv://ns1.hellotvvod.com:9906/e67a4e22ee4c496282298f612f200fe5
松视3台,mitv://ns1.hellotvvod.com:9906/e67a4e22ee4c496282298f612f200fe5
K频道,mitv://ns1.hellotvvod.com:9906/302db2d2f4c5487bba0c509275e6378e
俄罗斯成人1台,http://live.redtraffic.xyz/pornstar.m3u8?fluxuslust.m3u8
俄罗斯成人1台,http://live.redtraffic.xyz/latina.m3u8?fluxuslust.m3u8
俄罗斯成人2台,http://live.redtraffic.xyz/fetish.m3u8?fluxuslust.m3u8
俄罗斯成人3台,http://live.redtraffic.xyz/milf.m3u8?fluxuslust.m3u8
俄罗斯成人4台,http://live.redtraffic.xyz/lesbian.m3u8?fluxuslust.m3u8
俄罗斯成人4台,http://cdn.adultiptv.net/lesbian.m3u8
惊艳台欧美版,http://live.redtraffic.xyz:80/cuckold.m3u8
粉红台欧美版,http://live.redtraffic.xyz:80/teen.m3u8
潘朵拉欧美版,http://live.redtraffic.xyz:80/pornstar.m3u8
香蕉台欧美版,http://live.redtraffic.xyz:80/milf.m3u8
时长:28:24-艳母 第4话 -熟肉,https://ss.rongliren.com/api/video/m3u8?id=13528&admin=1
时长:29:00-艳母 第5话-放荡的婆婆,https://ss.rongliren.com/api/video/m3u8?id=13527&admin=1
时长:28:36-艳母 第6话-不道德的眼泪,https://ss.rongliren.com/api/video/m3u8?id=13526&admin=1
时长:02:50-已经想要夹住到无法自拔了 SP,https://ss.rongliren.com/api/video/m3u8?id=13525&admin=1
时长:27:14-夜勤病棟 第1话,https://ss.rongliren.com/api/video/m3u8?id=13524&admin=1
时长:29:42-义母 -第 1 话,https://ss.rongliren.com/api/video/m3u8?id=13523&admin=1
时长:30:07-义母 -第 2 话,https://ss.rongliren.com/api/video/m3u8?id=13522&admin=1
时长:26:26-母亲的不道德性呼吁～ 第2话,https://ss.rongliren.com/api/video/m3u8?id=13521&admin=1
时长:26:49-淫乱方程式 第1话,https://ss.rongliren.com/api/video/m3u8?id=13520&admin=1
时长:14:35-淫妖虫-怀孕堕落的少女们,https://ss.rongliren.com/api/video/m3u8?id=13519&admin=1
时长:26:59-淫乱方程式 2,https://ss.rongliren.com/api/video/m3u8?id=13518&admin=1
时长:29:23-淫妖虫-幻变妖记   第2话,https://ss.rongliren.com/api/video/m3u8?id=13517&admin=1
时长:28:16-淫妖虫 第 1话,https://ss.rongliren.com/api/video/m3u8?id=13516&admin=1
时长:24:24-隐性傲娇 第1话,https://ss.rongliren.com/api/video/m3u8?id=13515&admin=1
时长:01:22-約兒·布萊爾-間諜家家酒,https://ss.rongliren.com/api/video/m3u8?id=13514&admin=1
时长:17:01-再來一次好嗎？,https://ss.rongliren.com/api/video/m3u8?id=13513&admin=1
时长:22:37-隐性傲娇 第2话,https://ss.rongliren.com/api/video/m3u8?id=13512&admin=1
时长:02:23-早坂愛 [輝夜姬想讓人告白～天才們的戀愛頭腦戰～],https://ss.rongliren.com/api/video/m3u8?id=13511&admin=1
时长:16:15-人妻不伦告白 本村陶子的场合,https://ss.rongliren.com/api/video/m3u8?id=13510&admin=1
时长:16:34-专吃M男  第1话,https://ss.rongliren.com/api/video/m3u8?id=13509&admin=1
时长:30:12-最终痴汉电车 第1话,https://ss.rongliren.com/api/video/m3u8?id=13508&admin=1
时长:24:46-初恋-第1话,https://ss.rongliren.com/api/video/m3u8?id=13507&admin=1
时长:28:58-初恋-第3话,https://ss.rongliren.com/api/video/m3u8?id=13506&admin=1
时长:26:54-初恋- 千夏,https://ss.rongliren.com/api/video/m3u8?id=13505&admin=1
时长:23:40-请在我好色淫贱的肚子里满满都射入精液 第1话,https://ss.rongliren.com/api/video/m3u8?id=13504&admin=1
时长:21:56-请在我好色淫贱的肚子里满满都射入精液  第2话,https://ss.rongliren.com/api/video/m3u8?id=13503&admin=1
时长:16:17-沼泽邮票 第1话,https://ss.rongliren.com/api/video/m3u8?id=13502&admin=1
时长:26:59-被儿子的朋友侵犯 第1话,https://ss.rongliren.com/api/video/m3u8?id=13501&admin=1
时长:28:40-被儿子的朋友侵犯 第2话,https://ss.rongliren.com/api/video/m3u8?id=13500&admin=1
时长:22:19-被干斗士 疯狂性爱！第1话,https://ss.rongliren.com/api/video/m3u8?id=13499&admin=1
时长:21:13-被干斗士 疯狂性爱！第2话,https://ss.rongliren.com/api/video/m3u8?id=13498&admin=1
时长:21:54-被干斗士 疯狂性爱！第3话,https://ss.rongliren.com/api/video/m3u8?id=13497&admin=1
时长:14:12-与魅魔小姐的罗曼史,https://ss.rongliren.com/api/video/m3u8?id=13405&admin=1
时长:41:52-东京探花 邀请素人妹子 带口罩啪啪,https://ss.rongliren.com/api/video/m3u8?id=12213&admin=1
时长:35:53-有点颜值E奶妹 自慰直播,https://ss.rongliren.com/api/video/m3u8?id=12212&admin=1
时长:16:39-超高颜值白人 种族优势胸大 全身粉,https://ss.rongliren.com/api/video/m3u8?id=12211&admin=1
时长:51:54-大二学妹 带闺蜜赚钱 让大奶闺蜜播一次,https://ss.rongliren.com/api/video/m3u8?id=12210&admin=1
时长:42:18-罕见超高颜值童颜巨乳妹子 骚的一批 必看系列,https://ss.rongliren.com/api/video/m3u8?id=12206&admin=1
时长:47:01-高颜值少妇 自慰 胸型超完美,https://ss.rongliren.com/api/video/m3u8?id=12205&admin=1
时长:18:20-丝袜少妇 和炮友啪啪 小哥不给力几分钟就没了,https://ss.rongliren.com/api/video/m3u8?id=12204&admin=1
时长:32:24-音乐学院小姐姐下海 超高颜值C奶完美啪啪,https://ss.rongliren.com/api/video/m3u8?id=12202&admin=1
时长:01:27:20-足浴店全套 按摩泡脚啪啪 高颜值满背小姐姐,https://ss.rongliren.com/api/video/m3u8?id=12201&admin=1
时长:40:32-专找城中村少妇 高颜值少妇 按摩调情啪啪,https://ss.rongliren.com/api/video/m3u8?id=12200&admin=1
时长:52:09-文轩探花 高颜值人工妹 颜值可以就是太胖了,https://ss.rongliren.com/api/video/m3u8?id=12199&admin=1
时长:01:11:17-91沈先生 外围大奶少妇,https://ss.rongliren.com/api/video/m3u8?id=12198&admin=1
时长:48:09-大长腿小姐姐 车震巨骚内射 浓精特写,https://ss.rongliren.com/api/video/m3u8?id=12197&admin=1
时长:01:03:21-专找城中村少妇 足浴高颜值少妇 超近距离拍摄 花样超多,https://ss.rongliren.com/api/video/m3u8?id=12196&admin=1
时长:39:04-黑丝高跟鞋小姐姐 极品美穴 啪啪内射,https://ss.rongliren.com/api/video/m3u8?id=12195&admin=1
时长:02:26:32-超颜值少女 JK诱惑自慰,https://ss.rongliren.com/api/video/m3u8?id=12194&admin=1
时长:38:01-赵总探花 170CM长腿甜美小姐姐 干爽了白浆巨多 套套都白了,https://ss.rongliren.com/api/video/m3u8?id=12193&admin=1
时长:37:26-文轩探花 真实大学妹 长腿高颜值 极品啪啪,https://ss.rongliren.com/api/video/m3u8?id=12192&admin=1
时长:54:34-真实约炮G奶少妇 200斤坦克 但是大呀！！！！无套内射,https://ss.rongliren.com/api/video/m3u8?id=12191&admin=1
时长:28:07- 双飞越南妹 超高颜值完美身材 巨骚 必看系列,https://ss.rongliren.com/api/video/m3u8?id=12189&admin=1
时长:43:57-专找城中村少妇 城中村精神小妹 奶大态度好,https://ss.rongliren.com/api/video/m3u8?id=12188&admin=1
时长:01:07:05-越南妹双飞 超会玩,https://ss.rongliren.com/api/video/m3u8?id=12187&admin=1
时长:01:09:01-91沈先生 正宗学生妹 大屌狂操,https://ss.rongliren.com/api/video/m3u8?id=12186&admin=1
时长:34:56-专找城中村少妇 极品少妇 啪啪 不给口有点难受呀老哥,https://ss.rongliren.com/api/video/m3u8?id=12185&admin=1
时长:35:58-超颜值越南妹子 完美身材黑丝长腿 极品推荐,https://ss.rongliren.com/api/video/m3u8?id=12184&admin=1
时长:53:11-双飞越南妹 大奶微胖,https://ss.rongliren.com/api/video/m3u8?id=12183&admin=1
时长:35:47-超高颜值极品身材 菲律宾小姐姐 自慰直播,https://ss.rongliren.com/api/video/m3u8?id=12182&admin=1
时长:33:14-越南妹子极品身材3P,https://ss.rongliren.com/api/video/m3u8?id=12181&admin=1
时长:01:54:01-G奶妹子按摩店自慰 技师按着脚 我按着穴,https://ss.rongliren.com/api/video/m3u8?id=12180&admin=1
时长:42:40-双飞越南妹 老哥超高颜值完美身材 极品推荐,https://ss.rongliren.com/api/video/m3u8?id=12179&admin=1
时长:33:44-文轩探花 C罩杯少妇,https://ss.rongliren.com/api/video/m3u8?id=12178&admin=1
时长:29:22-大学兼职 苗条胸不小小姐姐 超级服务,https://ss.rongliren.com/api/video/m3u8?id=12177&admin=1
时长:41:27-赵总探花 170大长腿小姐姐 黑丝抱起来爆操,https://ss.rongliren.com/api/video/m3u8?id=12176&admin=1
时长:39:44-文轩探花 中等颜值小姐姐 口爆扣穴 全程偷拍,https://ss.rongliren.com/api/video/m3u8?id=12175&admin=1
时长:44:44-赵总探花 极品必看 超高颜值银镜少妇 果然带银镜的最骚,https://ss.rongliren.com/api/video/m3u8?id=12174&admin=1
时长:45:46-正宗清纯学生妹 小姐姐还看镜头的呢,https://ss.rongliren.com/api/video/m3u8?id=12173&admin=1
时长:38:00- 赵总探花 穿着衣服超正 脱了衣服就索然无味了,https://ss.rongliren.com/api/video/m3u8?id=12172&admin=1
时长:32:39-赵总探花 170CM 长腿D大胸小姐姐,https://ss.rongliren.com/api/video/m3u8?id=12171&admin=1
时长:49:02-挑战双飞两个200斤妹子 探花人加油,https://ss.rongliren.com/api/video/m3u8?id=12170&admin=1
时长:22:39-越南妹啪啪 高颜值完美身材,https://ss.rongliren.com/api/video/m3u8?id=12169&admin=1
时长:36:38-赵总探花 大学生兼职 清纯的一批,https://ss.rongliren.com/api/video/m3u8?id=12168&admin=1
时长:39:19-专找城中村少妇 老哥难得高颜值 极品D奶少妇 全套服务,https://ss.rongliren.com/api/video/m3u8?id=12167&admin=1
时长:25:51-文轩探花 超高颜值 贫乳小姐姐  极品推荐,https://ss.rongliren.com/api/video/m3u8?id=12166&admin=1
时长:02:38:10-双飞越南妹 双头假屌 同时插入,https://ss.rongliren.com/api/video/m3u8?id=12162&admin=1
时长:01:10:28-赵总探花 正宗学生妹太嫩了 干完一炮 兄弟想日 出来再来一炮,https://ss.rongliren.com/api/video/m3u8?id=12161&admin=1
时长:01:25:54- 91沈先生 红衣黑丝高颜值妹子,https://ss.rongliren.com/api/video/m3u8?id=12160&admin=1
时长:02:12:26-健身教练【大臭水沟】秀屁股秀肌肉掰逼和观众互喷对骂,https://ss.rongliren.com/api/video/m3u8?id=11911&admin=1
时长:32:29-极品推荐 超高颜值D奶妹子,https://ss.rongliren.com/api/video/m3u8?id=11902&admin=1
时长:01:05:18-足浴技师的莞式 服务 D奶,https://ss.rongliren.com/api/video/m3u8?id=11901&admin=1
时长:01:08:47-大乱交 堪比AV现场,https://ss.rongliren.com/api/video/m3u8?id=11900&admin=1
时长:14:16-老外探花 白人大奶妹,https://ss.rongliren.com/api/video/m3u8?id=11899&admin=1
时长:47:46-韩国探花 G奶胖妹 坦克身材,https://ss.rongliren.com/api/video/m3u8?id=11897&admin=1
时长:02:39:04-无套内射足浴技师 超淫荡 内射扣出来喂妹子吃,https://ss.rongliren.com/api/video/m3u8?id=11896&admin=1
时长:55:47-城里人真会玩 澡堂漏出 换衣间啪啪内射,https://ss.rongliren.com/api/video/m3u8?id=11895&admin=1
时长:19:48-小粉灯 足浴店 大奶熟女莞式服务,https://ss.rongliren.com/api/video/m3u8?id=11894&admin=1
时长:41:28-超高颜值小姐姐 极品啪啪 浪叫声超大 必看系列,https://ss.rongliren.com/api/video/m3u8?id=11893&admin=1
时长:29:19-极品少妇 大太白兔一跳一跳的上位啪啪,https://ss.rongliren.com/api/video/m3u8?id=11892&admin=1
时长:33:27-苗条少妇 特技倒立69,https://ss.rongliren.com/api/video/m3u8?id=11891&admin=1
时长:01:56:04-防真娃娃展示,https://ss.rongliren.com/api/video/m3u8?id=11890&admin=1
时长:01:21:54-黑丝少妇无套啪啪 直接内射 白浆都流到大腿了,https://ss.rongliren.com/api/video/m3u8?id=11889&admin=1
时长:01:11:54- D奶少妇 极品啪啪 近距离扣穴 软了就帮你弄硬一定要你射出来,https://ss.rongliren.com/api/video/m3u8?id=11888&admin=1
时长:43:46-韩国混血小姐姐 3P 超高颜值,https://ss.rongliren.com/api/video/m3u8?id=11887&admin=1
时长:43:56-超颜值大长腿少妇 极品推荐,https://ss.rongliren.com/api/video/m3u8?id=11886&admin=1
时长:17:44-约操 有夫少妇 极品大奶,https://ss.rongliren.com/api/video/m3u8?id=11885&admin=1
时长:20:36-勾搭良家少女下海,https://ss.rongliren.com/api/video/m3u8?id=11884&admin=1
午夜1,http://live.redtraffic.xyz:80/interracial.m3u8
午夜2,http://live.redtraffic.xyz:80/bigtits.m3u8
午夜3,http://live.redtraffic.xyz:80/threesome.m3u8
午夜4,http://live.redtraffic.xyz/latina.m3u8?fluxuslust.m3u8
午夜5,http://live.redtraffic.xyz/fetish.m3u8?fluxuslust.m3u8
午夜6,http://live.redtraffic.xyz/lesbian.m3u8?fluxuslust.m3u8
午夜6,http://cdn.adultiptv.net/lesbian.m3u8
午夜7,http://live.redtraffic.xyz:80/teen.m3u8
午夜8,http://live.redtraffic.xyz:80/pornstar.m3u8
午夜8,http://live.redtraffic.xyz/pornstar.m3u8?fluxuslust.m3u8
午夜9,http://live.redtraffic.xyz:80/milf.m3u8
午夜9,http://live.redtraffic.xyz/milf.m3u8?fluxuslust.m3u8
午夜10,http://live.redtraffic.xyz:80/cuckold.m3u8
🐯｜【老虎影视】,#genre#
金马影院,http://hpull.kktv8.com/livekktv/128600025/playlist.m3u8
经典功夫台,https://cn-hbyc2-dx-live-01.bilivideo.com/live-bvc/545768/live_179302204_68184269.m3u8
CHC动作电影,http://125.40.191.58:9901/tsfile/live/1002_1.m3u8#http://59.49.41.44/live.aishang.ctlcdn.com/00000110240324_1/playlist.m3u8?CONTENTID=00000110240324_1#http://117.148.179.157/PLTV/88888888/224/3221231580/index.m3u8#http://117.148.179.157/PLTV/88888888/224/3221232945/index.m3u8#http://111.20.33.93/PLTV/88888893/224/3221226465/index.m3u8#http://117.148.179.138/PLTV/88888888/224/3221231580/index.m3u8#http://111.20.33.93/TVOD/88888893/224/3221226465/index.m3u8#http://59.49.41.41/live.aishang.ctlcdn.com/00000110240324_1/playlist.m3u8?CONTENTID=00000110240324_1

CHC家庭影院,http://125.40.191.58:9901/tsfile/live/1001_1.m3u8#http://111.20.33.93/TVOD/88888893/224/3221226462/index.m3u8#http://117.148.179.157/PLTV/88888888/224/3221232942/index.m3u8#http://111.20.33.93/TVOD/88888893/224/3221226462/index.m3u8#http://gxfrg007.8800.org:8282/tsfile/live/1096_1.m3u8#http://59.49.41.41/live.aishang.ctlcdn.com/00000110240323_1/playlist.m3u8?CONTENTID=00000110240323_1#http://117.148.179.151/PLTV/88888888/224/3221231799/index.m3u8
CHC高清电影,http://gxfrg007.8800.org:8282/tsfile/live/1097_1.m3u8#http://59.49.41.44/live.aishang.ctlcdn.com/00000110240325_1/playlist.m3u8?CONTENTID=00000110240325_1#http://59.49.41.41/live.aishang.ctlcdn.com/00000110240325_1/playlist.m3u8?CONTENTID=00000110240325_1

凤凰中文,http://play-live.ifeng.com/live/06OLEGEGM4G.m3u8
凤凰资讯,http://play-live.ifeng.com/live/06OLEEWQKN4.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
J2,https://p2.weizan.cn/1646497941/269664979080385265/live.m3u8
八度空间,http://51.79.82.208:16005
足球频道,https://nmglive.imfc.cn/5n1r1c/182396.m3u8
凤凰中文,http://play-live.ifeng.com/live/06OLEGEGM4G.m3u8 
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8 
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G_tv1.m3u8 
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G_tv2.m3u8 
凤凰中文,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G.m3u8 
凤凰中文,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G_tv1.m3u8 
凤凰中文,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G_tv2.m3u8 
凤凰中文,https://playtv-live.ifeng.com/live/06OLEGEGM4G_tv1.m3u8 
凤凰中文,https://playtv-live.ifeng.com/live/06OLEGEGM4G_tv2.m3u8 
凤凰资讯,http://play-live.ifeng.com/live/06OLEEWQKN4.m3u8 
凤凰资讯,http://play-live.ifeng.com/live/06OLEEWQKN4.m3u8 
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8 
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4_tv1.m3u8 
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4_tv2.m3u8 
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4.m3u8 
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4_tv1.m3u8 
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4_tv2.m3u8 
凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8 
凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4_tv1.m3u8 
凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4_tv2.m3u8

TVBS欢乐台,rtmp://59.124.75.147/sat/tv421
TVBS欢乐台,rtmp://59.124.75.147:1935/sat/tv421
TVBS新闻台,rtmp://9wv7.mine.nu/sat/tv551
TVBS新闻台,rtmp://59.124.75.147/sat/tv551
TVBS新闻台,rtmp://59.124.75.147:1935/sat/tv551
J2,http://120.84.96.196:808/hls/86/index.m3u8 
J2,http://120.84.96.221:808/hls/86/index.m3u8 
J2,http://120.84.96.222:808/hls/86/index.m3u8 
八度空间,http://51.79.82.208:16005
凤凰资讯,http://play-live.ifeng.com/live/06OLEEWQKN4.m3u8 
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8 
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4_tv1.m3u8 
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4_tv2.m3u8 
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4.m3u8 
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4_tv1.m3u8 
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4_tv2.m3u8 
凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8 
凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4_tv1.m3u8 
凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4_tv2.m3u8 
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
日语新闻台,https://n24-cdn-live.ntv.co.jp/ch01/index.m3u8
东森电影台,http://120.84.96.55:808/hls/32/index.m3u8
美国中文台,https://jpts.sinovision.net/livestream.m3u8
新加坡中文台,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
新加坡中文台,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8?zshijd
新加坡亚太台,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
美国卫视台,https://voa-ingest.akamaized.net/hls/live/2033876/tvmc07/playlist.m3u8
FOX新闻台,http://fox-foxnewsnow-samsungus.amagi.tv/playlist.m3u8
J2,http://120.84.96.161:808/hls/86/index.m3u8 
J2,https://p2.weizan.cn/1646497941/269664979080385265/live.m3u8
J2,http://120.132.122.244:59845/hls/81/index.m3u8
无线财经•资讯台,http://120.84.96.74:808/hls/86/index.m3u8 
无线财经•资讯台,http://120.132.122.244:59845/hls/82/index.m3u8
耀才财经新闻,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8?wowzasessionid=64000?zgangd
香港面包台,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
儒释道经,https://live.ciguang.tv/live/hdtv.m3u8?auth_key=5216465889-0-0-701a98b03302233fc07fa2ee9e85d39b

有线18,rtmp://59.124.75.138:1935/sat/hk041
天映经典,http://gxfrg007.8800.org:8282/tsfile/live/1053_1.m3u8
天映经典,http://27.47.71.97:808/hls/62/index.m3u8
天映频道,http://51.79.82.208:16024
翡翠台,http://118.31.113.130:82/gudou.php?id=1350_4500
翡翠台,http://120.84.96.78:808/hls/25/index.m3u8
翡翠台,http://mzwh4455.qicp.vip:280/hls/35/index.m3u8
翡翠台,http://nsszds.f3322.net:808/hls/25/index.m3u8
翡翠台,http://27.47.71.97:808/hls/36/index.m3u8
翡翠台,http://113.64.147.187:808/hls/67/index.m3u8

RTHK31,http://120.132.122.244:59845/hls/89/index.m3u8
RTHK32,http://120.132.122.244:59845/hls/90/index.m3u8
RTHK33,http://120.132.122.244:59845/hls/91/index.m3u8

澳亚卫视,https://live.mastvnet.com/lsdream/lY44pmm/2000/live.m3u8
民视,https://pull-l3-cny.douyincdn.com/live/b2478a833f3e8b439b680048fcbf7786.m3u8
民视,https://pull-l3-cny.douyincdn.com/live/b2478a833f3e8b439b680048fcbf7786.m3u8
中视新闻台,https://pull-l3-cny.douyincdn.com/live/cf93b19e055f2800058541033c0c4355.m3u8
寰宇新闻台,https://pull-l3-cny.douyincdn.com/live/a9e3982a798d13ba350075af6cff4119.m3u8
好莱坞电影,https://pull-l3-cny.douyincdn.com/live/06027cd7cadf310982fe67221578515b.m3u8

🐯｜【北京亚洲】,#genre#

亚洲,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8?zshijd
亚洲新闻,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8?zshijd
NHK·华语,https://nhkw-zh-hlscomp.akamaized.net/8thz5iufork8wjip/playlist.m3u8?zshijd
NHK·国际,https://nhkwlive-xjp.akamaized.net/hls/live/2003458/nhkwlive-xjp-en/index_1M.m3u8?zshijd
Channel News Asia,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8?zshijd
日本NHK华语,https://nhkw-zh-hlscomp.akamaized.net/8thz5iufork8wjip/playlist.m3u8?zshijd
新加坡,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8?zshijd
新加坡_CNA,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8?zshijd
BloombergTV+2,https://liveprodusphoenixeast.akamaized.net/USPhx-HD/Channel-TX-USPhx-AWS-virginia-1/Source-USPhx-16k-1-s6lk2-BP-07-02-81ykIWnsMsg_live.m3u8?zshijd
f时尚,http://lb.streaming.sk/fashiontv/stream/chunklist.m3u8?zshijd
f时尚,http://lb.streaming.sk/fashiontv/stream/chunklist_w1702070444.m3u8?zshijd
FTVLIVE,http://218.236.58.185:1935/FTVLIVE_MOBILE/Stream_mobile/playlist.m3u8?zshijd
Channel News Asia,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8?zshijd
半岛新闻,http://live-hls-web-aja.getaj.net/AJA/02.m3u8?zshijd
半岛电视,https://live-hls-aje-ak.getaj.net/AJE/01.m3u8?zshijd
半岛电视,https://live-hls-web-aje.getaj.net/AJE/02.m3u8?zshijd
CNA(1080p),https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index.m3u8?zshijd
新马Ⅰ亚洲新闻,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8?zshijd
凤凰中文,http://play-live.ifeng.com/live/06OLEGEGM4G.m3u8 
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8 
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G_tv1.m3u8 
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G_tv2.m3u8 
凤凰中文,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G.m3u8 
凤凰中文,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G_tv1.m3u8 
凤凰中文,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G_tv2.m3u8 
凤凰中文,https://playtv-live.ifeng.com/live/06OLEGEGM4G_tv1.m3u8 
凤凰中文,https://playtv-live.ifeng.com/live/06OLEGEGM4G_tv2.m3u8 
凤凰资讯,http://play-live.ifeng.com/live/06OLEEWQKN4.m3u8 
